organization,package,month,commits
swift-standards,swift-sockets-standard,2026-02,2
swift-standards,swift-sockets-standard,2026-03,2
swift-standards,swift-sockets-standard,2026-04,2
swift-standards,swift-svg-standard,2025-11,5
swift-standards,swift-svg-standard,2025-12,11
swift-standards,swift-svg-standard,2026-01,6
swift-standards,swift-svg-standard,2026-02,3
swift-standards,swift-svg-standard,2026-03,4
swift-standards,swift-svg-standard,2026-04,2
swift-standards,swift-time-standard,2025-12,3
swift-standards,swift-time-standard,2026-01,8
swift-standards,swift-time-standard,2026-02,3
swift-standards,swift-time-standard,2026-03,4
swift-standards,swift-time-standard,2026-04,2
swift-standards,swift-uri-standard,2025-11,9
swift-standards,swift-uri-standard,2025-12,7
swift-standards,swift-uri-standard,2026-01,5
swift-standards,swift-uri-standard,2026-02,3
swift-standards,swift-uri-standard,2026-03,3
swift-standards,swift-uri-standard,2026-04,2
swift-foundations,swift-foundations,2026-01,5
swift-foundations,swift-foundations,2026-02,9
swift-foundations,swift-foundations,2026-03,92
swift-foundations,swift-foundations,2026-04,20
swift-foundations,swift-abstract-syntax-tree,2026-01,1
swift-foundations,swift-abstract-syntax-tree,2026-02,2
swift-foundations,swift-abstract-syntax-tree,2026-03,1
swift-foundations,swift-abstract-syntax-tree,2026-04,2
swift-foundations,swift-application-binary-interface,2026-01,1
swift-foundations,swift-application-binary-interface,2026-02,1
swift-foundations,swift-ascii,2026-01,10
swift-foundations,swift-ascii,2026-02,3
swift-foundations,swift-ascii,2026-03,11
swift-foundations,swift-ascii,2026-04,7
swift-foundations,swift-async,2026-01,11
swift-foundations,swift-async,2026-02,8
swift-foundations,swift-async,2026-03,17
swift-foundations,swift-async,2026-04,5
swift-foundations,swift-backend,2026-01,1
swift-foundations,swift-backend,2026-02,2
swift-foundations,swift-backend,2026-03,1
swift-foundations,swift-backend,2026-04,2
swift-foundations,swift-basic-auth,2026-01,1
swift-foundations,swift-basic-auth,2026-02,1
swift-foundations,swift-certificates,2026-01,1
swift-foundations,swift-certificates,2026-02,1
swift-foundations,swift-clocks,2026-03,4
swift-foundations,swift-clocks,2026-04,2
swift-foundations,swift-color,2026-03,2
swift-foundations,swift-color,2026-04,2
swift-foundations,swift-command-line,2026-01,1
swift-foundations,swift-command-line,2026-02,1
swift-foundations,swift-compiler,2026-01,5
swift-foundations,swift-compiler,2026-02,2
swift-foundations,swift-compiler,2026-03,9
swift-foundations,swift-compiler,2026-04,4
swift-foundations,swift-concise-binary-object-representation,2026-01,1
swift-foundations,swift-concise-binary-object-representation,2026-02,1
swift-foundations,swift-config-toml,2026-01,1
swift-foundations,swift-config-toml,2026-02,1
swift-foundations,swift-config-yaml,2026-01,1
swift-foundations,swift-config-yaml,2026-02,1
swift-foundations,swift-config,2026-01,1
swift-foundations,swift-config,2026-02,1
swift-foundations,swift-console,2026-01,5
swift-foundations,swift-console,2026-02,2
swift-foundations,swift-console,2026-03,9
swift-foundations,swift-console,2026-04,4
swift-foundations,swift-copy-on-write,2026-03,7
swift-foundations,swift-copy-on-write,2026-04,2
swift-foundations,swift-cross-site-request-forgery,2026-01,1
swift-foundations,swift-crypto,2026-01,1
swift-foundations,swift-css-html-rendering,2026-03,10
swift-foundations,swift-css-html-rendering,2026-04,3
swift-foundations,swift-css,2026-03,10
swift-foundations,swift-css,2026-04,3
swift-foundations,swift-darwin,2026-01,19
swift-foundations,swift-darwin,2026-02,1
swift-foundations,swift-darwin,2026-03,7
swift-foundations,swift-darwin,2026-04,10
swift-foundations,swift-decimals,2026-01,5
swift-foundations,swift-decimals,2026-02,2
swift-foundations,swift-decimals,2026-03,2
swift-foundations,swift-decimals,2026-04,2
swift-foundations,swift-defunctionalize,2026-03,3
swift-foundations,swift-defunctionalize,2026-04,3
swift-foundations,swift-dependencies,2026-01,6
swift-foundations,swift-dependencies,2026-02,3
swift-foundations,swift-dependencies,2026-03,10
swift-foundations,swift-dependencies,2026-04,3
swift-foundations,swift-dependency-analysis,2026-03,3
swift-foundations,swift-dependency-analysis,2026-04,3
swift-foundations,swift-diagnostic,2026-01,1
swift-foundations,swift-diagnostic,2026-02,2
swift-foundations,swift-diagnostic,2026-03,1
swift-foundations,swift-diagnostic,2026-04,2
swift-foundations,swift-diagnostics,2026-01,1
swift-foundations,swift-digest-auth,2026-01,1
swift-foundations,swift-dns-cache,2026-01,1
swift-foundations,swift-domain-name-system,2026-01,1
swift-foundations,swift-driver,2026-01,1
swift-foundations,swift-driver,2026-02,2
swift-foundations,swift-driver,2026-03,1
swift-foundations,swift-driver,2026-04,2
swift-foundations,swift-dual,2026-03,5
swift-foundations,swift-dual,2026-04,3
swift-foundations,swift-effects,2026-01,3
swift-foundations,swift-effects,2026-02,2
swift-foundations,swift-effects,2026-03,4
swift-foundations,swift-effects,2026-04,3
swift-foundations,swift-email,2026-01,1
swift-foundations,swift-emailaddress,2026-03,2
swift-foundations,swift-emailaddress,2026-04,2
swift-foundations,swift-environment,2026-01,5
swift-foundations,swift-environment,2026-02,2
swift-foundations,swift-environment,2026-03,8
swift-foundations,swift-environment,2026-04,4
swift-foundations,swift-epub,2026-03,2
swift-foundations,swift-epub,2026-04,2
swift-foundations,swift-executors,2026-04,2
swift-foundations,swift-feature-flags,2026-01,1
swift-foundations,swift-file-system,2026-01,22
swift-foundations,swift-file-system,2026-02,2
swift-foundations,swift-file-system,2026-03,30
swift-foundations,swift-file-system,2026-04,11
swift-foundations,swift-graceful-shutdown,2026-01,1
swift-foundations,swift-health,2026-01,1
swift-foundations,swift-html-rendering,2026-03,24
swift-foundations,swift-html-rendering,2026-04,3
swift-foundations,swift-html,2026-03,9
swift-foundations,swift-html,2026-04,2
swift-foundations,swift-http-body,2026-01,1
swift-foundations,swift-http-compression,2026-01,1
swift-foundations,swift-http-content-negotiation,2026-01,1
swift-foundations,swift-http-cookies,2026-01,1
swift-foundations,swift-http-cors,2026-01,1
swift-foundations,swift-http-etag,2026-01,1
swift-foundations,swift-http-headers,2026-01,1
swift-foundations,swift-http-range,2026-01,1
swift-foundations,swift-http-redirect,2026-01,1
swift-foundations,swift-http-routing,2026-01,1
swift-foundations,swift-http,2026-01,1
swift-foundations,swift-http2,2026-01,1
swift-foundations,swift-http3,2026-01,1
swift-foundations,swift-identities,2026-01,3
swift-foundations,swift-identities,2026-02,2
swift-foundations,swift-identities,2026-03,2
swift-foundations,swift-identities,2026-04,3
swift-foundations,swift-intermediate-representation,2026-01,1
swift-foundations,swift-intermediate-representation,2026-02,2
swift-foundations,swift-intermediate-representation,2026-03,1
swift-foundations,swift-intermediate-representation,2026-04,2
swift-foundations,swift-io-state-investigation,2026-01,22
swift-foundations,swift-io-state-investigation,2026-02,20
swift-foundations,swift-io-state-investigation,2026-03,119
swift-foundations,swift-io-state-investigation,2026-04,145
swift-foundations,swift-io,2026-01,22
swift-foundations,swift-io,2026-02,20
swift-foundations,swift-io,2026-03,119
swift-foundations,swift-io,2026-04,184
swift-foundations,swift-ip-address,2026-03,2
swift-foundations,swift-ip-address,2026-04,2
swift-foundations,swift-json-feed,2026-03,2
swift-foundations,swift-json-feed,2026-04,2
swift-foundations,swift-json-web-encryption,2026-01,1
swift-foundations,swift-json-web-key,2026-01,1
swift-foundations,swift-json-web-signature,2026-01,1
swift-foundations,swift-json-web-token,2026-01,1
swift-foundations,swift-json,2026-01,5
swift-foundations,swift-json,2026-02,4
swift-foundations,swift-json,2026-03,4
swift-foundations,swift-json,2026-04,3
swift-foundations,swift-kernel,2025-12,43
swift-foundations,swift-kernel,2026-01,189
swift-foundations,swift-kernel,2026-02,9
swift-foundations,swift-kernel,2026-03,37
swift-foundations,swift-kernel,2026-04,54
swift-foundations,swift-keyvalue,2026-01,1
swift-foundations,swift-least-recently-used,2026-01,1
swift-foundations,swift-lexer,2026-01,1
swift-foundations,swift-lexer,2026-02,2
swift-foundations,swift-lexer,2026-03,1
swift-foundations,swift-lexer,2026-04,3
swift-foundations,swift-linux,2026-01,38
swift-foundations,swift-linux,2026-02,1
swift-foundations,swift-linux,2026-03,7
swift-foundations,swift-linux,2026-04,15
swift-foundations,swift-loader,2026-01,3
swift-foundations,swift-loader,2026-02,1
swift-foundations,swift-loader,2026-03,6
swift-foundations,swift-loader,2026-04,4
swift-foundations,swift-locale,2026-03,2
swift-foundations,swift-locale,2026-04,2
swift-foundations,swift-log-json,2026-01,1
swift-foundations,swift-log,2026-01,1
swift-foundations,swift-markdown-html-rendering,2026-03,22
swift-foundations,swift-markdown-html-rendering,2026-04,3
swift-foundations,swift-memory,2026-01,7
swift-foundations,swift-memory,2026-02,3
swift-foundations,swift-memory,2026-03,10
swift-foundations,swift-memory,2026-04,5
swift-foundations,swift-metrics,2026-01,1
swift-foundations,swift-migrations,2026-01,1
swift-foundations,swift-module,2026-01,1
swift-foundations,swift-module,2026-02,2
swift-foundations,swift-module,2026-03,1
swift-foundations,swift-module,2026-04,2
swift-foundations,swift-msgpack,2026-01,1
swift-foundations,swift-numerics,2026-01,5
swift-foundations,swift-numerics,2026-02,2
swift-foundations,swift-numerics,2026-03,3
swift-foundations,swift-numerics,2026-04,3
swift-foundations,swift-oauth-pkce,2026-01,1
swift-foundations,swift-oauth,2026-01,1
swift-foundations,swift-parsers,2026-01,5
swift-foundations,swift-parsers,2026-02,6
swift-foundations,swift-parsers,2026-03,8
swift-foundations,swift-parsers,2026-04,4
swift-foundations,swift-password,2026-01,1
swift-foundations,swift-paths,2026-01,7
swift-foundations,swift-paths,2026-02,2
swift-foundations,swift-paths,2026-03,5
swift-foundations,swift-paths,2026-04,5
swift-foundations,swift-pdf-html-rendering,2026-03,32
swift-foundations,swift-pdf-html-rendering,2026-04,3
swift-foundations,swift-pdf-rendering,2026-03,21
swift-foundations,swift-pdf-rendering,2026-04,3
swift-foundations,swift-pdf,2026-03,20
swift-foundations,swift-pdf,2026-04,3
swift-foundations,swift-plist,2026-01,7
swift-foundations,swift-plist,2026-02,2
swift-foundations,swift-plist,2026-03,3
swift-foundations,swift-plist,2026-04,3
swift-foundations,swift-pool-connections,2026-01,1
swift-foundations,swift-posix,2026-01,31
swift-foundations,swift-posix,2026-02,2
swift-foundations,swift-posix,2026-03,7
swift-foundations,swift-posix,2026-04,20
swift-foundations,swift-process,2026-01,1
swift-foundations,swift-protobuf,2026-01,1
swift-foundations,swift-pubsub,2026-01,1
swift-foundations,swift-random,2026-01,3
swift-foundations,swift-random,2026-02,2
swift-foundations,swift-random,2026-03,1
swift-foundations,swift-random,2026-04,3
swift-foundations,swift-redis,2026-01,1
swift-foundations,swift-rss,2026-03,2
swift-foundations,swift-rss,2026-04,2
swift-foundations,swift-runtime,2026-01,1
swift-foundations,swift-scheduler,2026-01,1
swift-foundations,swift-secrets,2026-01,1
swift-foundations,swift-signal,2026-01,1
swift-foundations,swift-sockets,2026-01,1
swift-foundations,swift-source,2026-01,1
swift-foundations,swift-source,2026-02,2
swift-foundations,swift-source,2026-03,3
swift-foundations,swift-source,2026-04,3
swift-foundations,swift-sql-mysql,2026-01,1
swift-foundations,swift-sql-postgres,2026-01,1
swift-foundations,swift-sql-sqlite,2026-01,1
swift-foundations,swift-sql,2026-01,1
swift-foundations,swift-strings,2026-01,5
swift-foundations,swift-strings,2026-02,2
swift-foundations,swift-strings,2026-03,8
swift-foundations,swift-strings,2026-04,3
swift-foundations,swift-svg-rendering-worktree,2026-03,4
swift-foundations,swift-svg-rendering-worktree,2026-04,3
swift-foundations,swift-svg-rendering,2026-03,6
swift-foundations,swift-svg-rendering,2026-04,3
swift-foundations,swift-svg,2026-03,3
swift-foundations,swift-svg,2026-04,2
swift-foundations,swift-symbol,2026-01,1
swift-foundations,swift-symbol,2026-02,2
swift-foundations,swift-symbol,2026-03,1
swift-foundations,swift-symbol,2026-04,2
swift-foundations,swift-syntax,2026-01,1
swift-foundations,swift-syntax,2026-02,2
swift-foundations,swift-syntax,2026-03,1
swift-foundations,swift-syntax,2026-04,2
swift-foundations,swift-systems,2026-01,4
swift-foundations,swift-systems,2026-02,2
swift-foundations,swift-systems,2026-03,2
swift-foundations,swift-systems,2026-04,3
swift-foundations,swift-testing,2026-01,7
swift-foundations,swift-testing,2026-02,6
swift-foundations,swift-testing,2026-03,48
swift-foundations,swift-testing,2026-04,3
swift-foundations,swift-tests,2026-01,10
swift-foundations,swift-tests,2026-02,9
swift-foundations,swift-tests,2026-03,84
swift-foundations,swift-tests,2026-04,7
swift-foundations,swift-threads,2026-04,2
swift-foundations,swift-time-based-one-time-password,2026-01,1
swift-foundations,swift-time-to-live,2026-01,1
swift-foundations,swift-time,2026-01,5
swift-foundations,swift-time,2026-02,3
swift-foundations,swift-time,2026-03,1
swift-foundations,swift-time,2026-04,2
swift-foundations,swift-toml,2026-01,1
swift-foundations,swift-tracing,2026-01,1
swift-foundations,swift-translating,2026-03,6
swift-foundations,swift-translating,2026-04,3
swift-foundations,swift-transport-layer-security,2026-01,1
swift-foundations,swift-type,2026-01,1
swift-foundations,swift-type,2026-02,2
swift-foundations,swift-type,2026-03,1
swift-foundations,swift-type,2026-04,2
swift-foundations,swift-uri,2026-03,2
swift-foundations,swift-uri,2026-04,2
swift-foundations,swift-websocket,2026-01,1
swift-foundations,swift-windows,2026-01,36
swift-foundations,swift-windows,2026-02,2
swift-foundations,swift-windows,2026-03,5
swift-foundations,swift-windows,2026-04,7
swift-foundations,swift-witnesses,2026-01,12
swift-foundations,swift-witnesses,2026-02,5
swift-foundations,swift-witnesses,2026-03,31
swift-foundations,swift-witnesses,2026-04,5
swift-foundations,swift-xml,2026-01,7
swift-foundations,swift-xml,2026-02,2
swift-foundations,swift-xml,2026-03,2
swift-foundations,swift-xml,2026-04,3
swift-foundations,swift-yaml,2026-01,1
swift-ietf,swift-bcp-47,2025-12,5
swift-ietf,swift-bcp-47,2026-01,6
swift-ietf,swift-bcp-47,2026-02,3
swift-ietf,swift-bcp-47,2026-03,2
swift-ietf,swift-rfc-1034,2026-01,5
swift-ietf,swift-rfc-1034,2026-02,2
swift-ietf,swift-rfc-1034,2026-03,1
swift-ietf,swift-rfc-1035,2025-07,3
swift-ietf,swift-rfc-1035,2025-11,18
swift-ietf,swift-rfc-1035,2025-12,8
swift-ietf,swift-rfc-1035,2026-01,6
swift-ietf,swift-rfc-1035,2026-02,3
swift-ietf,swift-rfc-1035,2026-03,2
swift-ietf,swift-rfc-1035,2026-04,1
swift-ietf,swift-rfc-1123,2025-07,5
swift-ietf,swift-rfc-1123,2025-11,17
swift-ietf,swift-rfc-1123,2025-12,9
swift-ietf,swift-rfc-1123,2026-01,6
swift-ietf,swift-rfc-1123,2026-02,3
swift-ietf,swift-rfc-1123,2026-03,2
swift-ietf,swift-rfc-1123,2026-04,1
swift-ietf,swift-rfc-1950,2025-12,4
swift-ietf,swift-rfc-1950,2026-01,5
swift-ietf,swift-rfc-1950,2026-02,3
swift-ietf,swift-rfc-1950,2026-03,2
swift-ietf,swift-rfc-1951,2025-12,6
swift-ietf,swift-rfc-1951,2026-01,5
swift-ietf,swift-rfc-1951,2026-02,3
swift-ietf,swift-rfc-1951,2026-03,2
swift-ietf,swift-rfc-2045,2025-11,26
swift-ietf,swift-rfc-2045,2025-12,8
swift-ietf,swift-rfc-2045,2026-01,6
swift-ietf,swift-rfc-2045,2026-02,3
swift-ietf,swift-rfc-2045,2026-03,8
swift-ietf,swift-rfc-2045,2026-04,1
swift-ietf,swift-rfc-2046,2025-11,30
swift-ietf,swift-rfc-2046,2025-12,6
swift-ietf,swift-rfc-2046,2026-01,6
swift-ietf,swift-rfc-2046,2026-02,3
swift-ietf,swift-rfc-2046,2026-03,3
swift-ietf,swift-rfc-2183,2025-11,17
swift-ietf,swift-rfc-2183,2025-12,6
swift-ietf,swift-rfc-2183,2026-01,6
swift-ietf,swift-rfc-2183,2026-02,3
swift-ietf,swift-rfc-2183,2026-03,7
swift-ietf,swift-rfc-2183,2026-04,1
swift-ietf,swift-rfc-2369,2025-11,21
swift-ietf,swift-rfc-2369,2025-12,7
swift-ietf,swift-rfc-2369,2026-01,6
swift-ietf,swift-rfc-2369,2026-02,3
swift-ietf,swift-rfc-2369,2026-03,5
swift-ietf,swift-rfc-2369,2026-04,1
swift-ietf,swift-rfc-2387,2025-11,14
swift-ietf,swift-rfc-2387,2025-12,6
swift-ietf,swift-rfc-2387,2026-01,6
swift-ietf,swift-rfc-2387,2026-02,3
swift-ietf,swift-rfc-2387,2026-03,3
swift-ietf,swift-rfc-2387,2026-04,1
swift-ietf,swift-rfc-2388,2025-11,12
swift-ietf,swift-rfc-2388,2025-12,5
swift-ietf,swift-rfc-2388,2026-01,5
swift-ietf,swift-rfc-2388,2026-02,3
swift-ietf,swift-rfc-2388,2026-03,7
swift-ietf,swift-rfc-2822,2025-07,3
swift-ietf,swift-rfc-2822,2025-11,20
swift-ietf,swift-rfc-2822,2025-12,9
swift-ietf,swift-rfc-2822,2026-01,6
swift-ietf,swift-rfc-2822,2026-02,3
swift-ietf,swift-rfc-2822,2026-03,5
swift-ietf,swift-rfc-2822,2026-04,1
swift-ietf,swift-rfc-3339,2025-11,11
swift-ietf,swift-rfc-3339,2025-12,7
swift-ietf,swift-rfc-3339,2026-01,6
swift-ietf,swift-rfc-3339,2026-02,3
swift-ietf,swift-rfc-3339,2026-03,3
swift-ietf,swift-rfc-3339,2026-04,1
swift-ietf,swift-rfc-3492,2025-11,4
swift-ietf,swift-rfc-3492,2025-12,3
swift-ietf,swift-rfc-3492,2026-01,2
swift-ietf,swift-rfc-3492,2026-02,3
swift-ietf,swift-rfc-3492,2026-03,3
swift-ietf,swift-rfc-3596,2026-01,5
swift-ietf,swift-rfc-3596,2026-02,2
swift-ietf,swift-rfc-3596,2026-03,1
swift-ietf,swift-rfc-3986,2025-11,37
swift-ietf,swift-rfc-3986,2025-12,8
swift-ietf,swift-rfc-3986,2026-01,7
swift-ietf,swift-rfc-3986,2026-02,3
swift-ietf,swift-rfc-3986,2026-03,9
swift-ietf,swift-rfc-3986,2026-04,1
swift-ietf,swift-rfc-3987,2025-11,25
swift-ietf,swift-rfc-3987,2025-12,10
swift-ietf,swift-rfc-3987,2026-01,6
swift-ietf,swift-rfc-3987,2026-02,3
swift-ietf,swift-rfc-3987,2026-03,3
swift-ietf,swift-rfc-3987,2026-04,1
swift-ietf,swift-rfc-4007,2025-11,5
swift-ietf,swift-rfc-4007,2025-12,10
swift-ietf,swift-rfc-4007,2026-01,6
swift-ietf,swift-rfc-4007,2026-02,3
swift-ietf,swift-rfc-4007,2026-03,2
swift-ietf,swift-rfc-4007,2026-04,1
swift-ietf,swift-rfc-4122,2026-01,4
swift-ietf,swift-rfc-4122,2026-02,2
swift-ietf,swift-rfc-4122,2026-03,5
swift-ietf,swift-rfc-4122,2026-04,3
swift-ietf,swift-rfc-4287,2025-11,15
swift-ietf,swift-rfc-4287,2025-12,5
swift-ietf,swift-rfc-4287,2026-01,6
swift-ietf,swift-rfc-4287,2026-02,3
swift-ietf,swift-rfc-4287,2026-03,2
swift-ietf,swift-rfc-4291,2025-11,2
swift-ietf,swift-rfc-4291,2025-12,10
swift-ietf,swift-rfc-4291,2026-01,6
swift-ietf,swift-rfc-4291,2026-02,3
swift-ietf,swift-rfc-4291,2026-03,2
swift-ietf,swift-rfc-4291,2026-04,1
swift-ietf,swift-rfc-4648,2025-11,25
swift-ietf,swift-rfc-4648,2025-12,8
swift-ietf,swift-rfc-4648,2026-01,6
swift-ietf,swift-rfc-4648,2026-02,3
swift-ietf,swift-rfc-4648,2026-03,4
swift-ietf,swift-rfc-4648,2026-04,1
swift-ietf,swift-rfc-5234,2025-11,6
swift-ietf,swift-rfc-5234,2025-12,5
swift-ietf,swift-rfc-5234,2026-01,6
swift-ietf,swift-rfc-5234,2026-02,3
swift-ietf,swift-rfc-5234,2026-03,4
swift-ietf,swift-rfc-5321,2025-07,6
swift-ietf,swift-rfc-5321,2025-11,19
swift-ietf,swift-rfc-5321,2025-12,8
swift-ietf,swift-rfc-5321,2026-01,7
swift-ietf,swift-rfc-5321,2026-02,3
swift-ietf,swift-rfc-5321,2026-03,5
swift-ietf,swift-rfc-5321,2026-04,1
swift-ietf,swift-rfc-5322,2025-07,5
swift-ietf,swift-rfc-5322,2025-11,37
swift-ietf,swift-rfc-5322,2025-12,10
swift-ietf,swift-rfc-5322,2026-01,6
swift-ietf,swift-rfc-5322,2026-02,3
swift-ietf,swift-rfc-5322,2026-03,8
swift-ietf,swift-rfc-5322,2026-04,1
swift-ietf,swift-rfc-5646,2025-11,3
swift-ietf,swift-rfc-5646,2025-12,6
swift-ietf,swift-rfc-5646,2026-01,6
swift-ietf,swift-rfc-5646,2026-02,3
swift-ietf,swift-rfc-5646,2026-03,10
swift-ietf,swift-rfc-5890,2025-11,5
swift-ietf,swift-rfc-5890,2025-12,4
swift-ietf,swift-rfc-5890,2026-01,5
swift-ietf,swift-rfc-5890,2026-02,3
swift-ietf,swift-rfc-5890,2026-03,3
swift-ietf,swift-rfc-5952,2025-11,2
swift-ietf,swift-rfc-5952,2025-12,9
swift-ietf,swift-rfc-5952,2026-01,6
swift-ietf,swift-rfc-5952,2026-02,3
swift-ietf,swift-rfc-5952,2026-03,3
swift-ietf,swift-rfc-6068,2025-11,4
swift-ietf,swift-rfc-6068,2025-12,8
swift-ietf,swift-rfc-6068,2026-01,6
swift-ietf,swift-rfc-6068,2026-02,3
swift-ietf,swift-rfc-6068,2026-03,5
swift-ietf,swift-rfc-6068,2026-04,1
swift-ietf,swift-rfc-6238,2025-08,3
swift-ietf,swift-rfc-6238,2025-11,14
swift-ietf,swift-rfc-6238,2025-12,6
swift-ietf,swift-rfc-6238,2026-01,6
swift-ietf,swift-rfc-6238,2026-02,3
swift-ietf,swift-rfc-6238,2026-03,4
swift-ietf,swift-rfc-6265,2025-11,10
swift-ietf,swift-rfc-6265,2025-12,2
swift-ietf,swift-rfc-6265,2026-01,2
swift-ietf,swift-rfc-6265,2026-02,3
swift-ietf,swift-rfc-6265,2026-03,2
swift-ietf,swift-rfc-6455,2026-01,6
swift-ietf,swift-rfc-6455,2026-02,2
swift-ietf,swift-rfc-6455,2026-03,2
swift-ietf,swift-rfc-6531,2025-07,5
swift-ietf,swift-rfc-6531,2025-11,14
swift-ietf,swift-rfc-6531,2025-12,7
swift-ietf,swift-rfc-6531,2026-01,7
swift-ietf,swift-rfc-6531,2026-02,3
swift-ietf,swift-rfc-6531,2026-03,3
swift-ietf,swift-rfc-6531,2026-04,1
swift-ietf,swift-rfc-6570,2025-11,15
swift-ietf,swift-rfc-6570,2025-12,5
swift-ietf,swift-rfc-6570,2026-01,8
swift-ietf,swift-rfc-6570,2026-02,3
swift-ietf,swift-rfc-6570,2026-03,7
swift-ietf,swift-rfc-6750,2025-07,1
swift-ietf,swift-rfc-6750,2025-11,9
swift-ietf,swift-rfc-6750,2025-12,7
swift-ietf,swift-rfc-6750,2026-01,6
swift-ietf,swift-rfc-6750,2026-02,3
swift-ietf,swift-rfc-6750,2026-03,6
swift-ietf,swift-rfc-6891,2026-01,6
swift-ietf,swift-rfc-6891,2026-02,2
swift-ietf,swift-rfc-6891,2026-03,2
swift-ietf,swift-rfc-7301,2026-01,6
swift-ietf,swift-rfc-7301,2026-02,2
swift-ietf,swift-rfc-7301,2026-03,2
swift-ietf,swift-rfc-7405,2025-11,5
swift-ietf,swift-rfc-7405,2025-12,5
swift-ietf,swift-rfc-7405,2026-01,6
swift-ietf,swift-rfc-7405,2026-02,3
swift-ietf,swift-rfc-7405,2026-03,3
swift-ietf,swift-rfc-7519,2025-07,3
swift-ietf,swift-rfc-7519,2025-08,1
swift-ietf,swift-rfc-7519,2025-11,11
swift-ietf,swift-rfc-7519,2025-12,5
swift-ietf,swift-rfc-7519,2026-01,7
swift-ietf,swift-rfc-7519,2026-02,3
swift-ietf,swift-rfc-7519,2026-03,5
swift-ietf,swift-rfc-7519,2026-04,1
swift-ietf,swift-rfc-7578,2025-11,26
swift-ietf,swift-rfc-7578,2025-12,2
swift-ietf,swift-rfc-7578,2026-01,5
swift-ietf,swift-rfc-7578,2026-02,3
swift-ietf,swift-rfc-7578,2026-03,5
swift-ietf,swift-rfc-7617,2025-07,1
swift-ietf,swift-rfc-7617,2025-11,9
swift-ietf,swift-rfc-7617,2025-12,6
swift-ietf,swift-rfc-7617,2026-01,7
swift-ietf,swift-rfc-7617,2026-02,3
swift-ietf,swift-rfc-7617,2026-03,6
swift-ietf,swift-rfc-7617,2026-04,1
swift-ietf,swift-rfc-768,2026-01,6
swift-ietf,swift-rfc-768,2026-02,2
swift-ietf,swift-rfc-768,2026-03,2
swift-ietf,swift-rfc-791,2025-11,10
swift-ietf,swift-rfc-791,2025-12,10
swift-ietf,swift-rfc-791,2026-01,6
swift-ietf,swift-rfc-791,2026-02,3
swift-ietf,swift-rfc-791,2026-03,2
swift-ietf,swift-rfc-791,2026-04,1
swift-ietf,swift-rfc-8058,2025-11,14
swift-ietf,swift-rfc-8058,2025-12,6
swift-ietf,swift-rfc-8058,2026-01,6
swift-ietf,swift-rfc-8058,2026-02,3
swift-ietf,swift-rfc-8058,2026-03,3
swift-ietf,swift-rfc-8200,2026-01,6
swift-ietf,swift-rfc-8200,2026-02,2
swift-ietf,swift-rfc-8200,2026-03,2
swift-ietf,swift-rfc-8259,2026-01,8
swift-ietf,swift-rfc-8259,2026-02,3
swift-ietf,swift-rfc-8259,2026-03,6
swift-ietf,swift-rfc-8259,2026-04,1
swift-ietf,swift-rfc-8446,2026-01,7
swift-ietf,swift-rfc-8446,2026-02,2
swift-ietf,swift-rfc-8446,2026-03,2
swift-ietf,swift-rfc-9110,2025-11,18
swift-ietf,swift-rfc-9110,2025-12,5
swift-ietf,swift-rfc-9110,2026-01,8
swift-ietf,swift-rfc-9110,2026-02,3
swift-ietf,swift-rfc-9110,2026-03,15
swift-ietf,swift-rfc-9110,2026-04,4
swift-ietf,swift-rfc-9111,2025-11,9
swift-ietf,swift-rfc-9111,2025-12,6
swift-ietf,swift-rfc-9111,2026-01,6
swift-ietf,swift-rfc-9111,2026-02,3
swift-ietf,swift-rfc-9111,2026-03,4
swift-ietf,swift-rfc-9112,2025-11,8
swift-ietf,swift-rfc-9112,2025-12,7
swift-ietf,swift-rfc-9112,2026-01,5
swift-ietf,swift-rfc-9112,2026-02,3
swift-ietf,swift-rfc-9112,2026-03,5
swift-ietf,swift-rfc-9293,2026-01,7
swift-ietf,swift-rfc-9293,2026-02,2
swift-ietf,swift-rfc-9293,2026-03,2
swift-ietf,swift-rfc-9557,2025-11,8
swift-ietf,swift-rfc-9557,2025-12,7
swift-ietf,swift-rfc-9557,2026-01,6
swift-ietf,swift-rfc-9557,2026-02,3
swift-ietf,swift-rfc-9557,2026-03,7
swift-ietf,swift-rfc-9557,2026-04,1
swift-ietf,swift-rfc-9562,2026-01,3
swift-ietf,swift-rfc-9562,2026-02,2
swift-ietf,swift-rfc-9562,2026-03,2
swift-iso,swift-iso-14496-22,2025-12,4
swift-iso,swift-iso-14496-22,2026-01,6
swift-iso,swift-iso-14496-22,2026-02,3
swift-iso,swift-iso-14496-22,2026-03,3
swift-iso,swift-iso-15924,2025-11,3
swift-iso,swift-iso-15924,2025-12,4
swift-iso,swift-iso-15924,2026-01,6
swift-iso,swift-iso-15924,2026-02,3
swift-iso,swift-iso-15924,2026-03,4
swift-iso,swift-iso-21320,2025-12,1
swift-iso,swift-iso-21320,2026-01,5
swift-iso,swift-iso-21320,2026-02,3
swift-iso,swift-iso-21320,2026-03,4
swift-iso,swift-iso-3166,2025-11,5
swift-iso,swift-iso-3166,2025-12,4
swift-iso,swift-iso-3166,2026-01,6
swift-iso,swift-iso-3166,2026-02,3
swift-iso,swift-iso-3166,2026-03,4
swift-iso,swift-iso-3166,2026-04,2
