organization,package,first_commit_date,last_commit_date,commit_count,first_month
swift-foundations,swift-posix,2026-01-07 17:40:15 +0100,2026-04-13 17:15:39 +0200,60,2026-01
swift-foundations,swift-process,2026-01-11 22:06:45 +0100,2026-01-11 22:06:45 +0100,1,2026-01
swift-foundations,swift-protobuf,2026-01-28 22:56:01 +0100,2026-01-28 22:56:01 +0100,1,2026-01
swift-foundations,swift-pubsub,2026-01-28 22:56:03 +0100,2026-01-28 22:56:03 +0100,1,2026-01
swift-foundations,swift-random,2026-01-17 09:41:35 +0100,2026-04-08 10:48:38 +0200,9,2026-01
swift-foundations,swift-redis,2026-01-28 22:56:09 +0100,2026-01-28 22:56:09 +0100,1,2026-01
swift-foundations,swift-rss,2026-03-13 22:01:53 +0100,2026-04-02 10:55:50 +0200,4,2026-03
swift-foundations,swift-runtime,2026-01-11 22:06:45 +0100,2026-01-11 22:06:45 +0100,1,2026-01
swift-foundations,swift-scheduler,2026-01-28 22:56:12 +0100,2026-01-28 22:56:12 +0100,1,2026-01
swift-foundations,swift-secrets,2026-01-28 22:56:14 +0100,2026-01-28 22:56:14 +0100,1,2026-01
swift-foundations,swift-signal,2026-01-28 22:56:17 +0100,2026-01-28 22:56:17 +0100,1,2026-01
swift-foundations,swift-sockets,2026-01-28 22:56:20 +0100,2026-01-28 22:56:20 +0100,1,2026-01
swift-foundations,swift-source,2026-01-19 22:24:30 +0100,2026-04-08 10:48:38 +0200,9,2026-01
swift-foundations,swift-sql-mysql,2026-01-28 22:56:26 +0100,2026-01-28 22:56:26 +0100,1,2026-01
swift-foundations,swift-sql-postgres,2026-01-28 22:56:28 +0100,2026-01-28 22:56:28 +0100,1,2026-01
swift-foundations,swift-sql-sqlite,2026-01-28 22:56:31 +0100,2026-01-28 22:56:31 +0100,1,2026-01
swift-foundations,swift-sql,2026-01-28 22:56:33 +0100,2026-01-28 22:56:33 +0100,1,2026-01
swift-foundations,swift-strings,2026-01-15 15:06:56 +0100,2026-04-08 10:48:38 +0200,18,2026-01
swift-foundations,swift-svg-rendering-worktree,2026-03-12 14:41:54 +0100,2026-04-09 15:13:02 +0200,7,2026-03
swift-foundations,swift-svg-rendering,2026-03-12 14:41:54 +0100,2026-04-08 10:48:38 +0200,9,2026-03
swift-foundations,swift-svg,2026-03-12 14:41:54 +0100,2026-04-02 10:56:05 +0200,5,2026-03
swift-foundations,swift-symbol,2026-01-19 22:24:30 +0100,2026-04-02 10:56:06 +0200,6,2026-01
swift-foundations,swift-syntax,2026-01-19 22:24:30 +0100,2026-04-02 10:56:07 +0200,6,2026-01
swift-foundations,swift-systems,2026-01-11 22:06:46 +0100,2026-04-09 10:49:24 +0200,11,2026-01
swift-foundations,swift-testing,2026-01-11 21:05:50 +0100,2026-04-08 10:48:38 +0200,64,2026-01
swift-foundations,swift-tests,2026-01-11 21:08:20 +0100,2026-04-09 15:13:03 +0200,110,2026-01
swift-foundations,swift-threads,2026-04-14 16:04:38 +0200,2026-04-14 16:16:15 +0200,2,2026-04
swift-foundations,swift-time-based-one-time-password,2026-01-28 22:56:45 +0100,2026-01-28 22:56:45 +0100,1,2026-01
swift-foundations,swift-time-to-live,2026-01-28 22:56:48 +0100,2026-01-28 22:56:48 +0100,1,2026-01
swift-foundations,swift-time,2026-01-09 17:28:59 +0100,2026-04-02 10:56:10 +0200,11,2026-01
swift-foundations,swift-toml,2026-01-28 22:56:51 +0100,2026-01-28 22:56:51 +0100,1,2026-01
swift-foundations,swift-tracing,2026-01-28 22:56:54 +0100,2026-01-28 22:56:54 +0100,1,2026-01
swift-foundations,swift-translating,2026-03-12 14:41:57 +0100,2026-04-08 10:48:38 +0200,9,2026-03
swift-foundations,swift-transport-layer-security,2026-01-28 22:56:57 +0100,2026-01-28 22:56:57 +0100,1,2026-01
swift-foundations,swift-type,2026-01-19 22:24:30 +0100,2026-04-02 10:56:12 +0200,6,2026-01
swift-foundations,swift-uri,2026-03-13 22:01:53 +0100,2026-04-02 10:56:13 +0200,4,2026-03
swift-foundations,swift-websocket,2026-01-28 22:57:02 +0100,2026-01-28 22:57:02 +0100,1,2026-01
swift-foundations,swift-windows,2026-01-07 18:23:49 +0100,2026-04-10 14:21:48 +0200,50,2026-01
swift-foundations,swift-witnesses,2026-01-16 20:56:00 +0100,2026-04-13 21:31:32 +0200,53,2026-01
swift-foundations,swift-xml,2026-01-13 11:09:11 +0100,2026-04-08 10:48:38 +0200,14,2026-01
swift-foundations,swift-yaml,2026-01-28 22:57:11 +0100,2026-01-28 22:57:11 +0100,1,2026-01
swift-ietf,swift-bcp-47,2025-12-01 15:08:59 +0100,2026-03-25 10:01:51 +0100,16,2025-12
swift-ietf,swift-rfc-1034,2026-01-04 18:39:42 +0100,2026-03-25 10:01:52 +0100,8,2026-01
swift-ietf,swift-rfc-1035,2025-07-26 17:02:04 +0200,2026-04-08 12:47:16 +0200,41,2025-07
swift-ietf,swift-rfc-1123,2025-07-26 17:02:56 +0200,2026-04-08 12:48:20 +0200,43,2025-07
swift-ietf,swift-rfc-1950,2025-12-02 11:15:49 +0100,2026-03-25 10:01:57 +0100,14,2025-12
swift-ietf,swift-rfc-1951,2025-12-02 11:15:32 +0100,2026-03-25 10:02:00 +0100,16,2025-12
swift-ietf,swift-rfc-2045,2025-11-12 15:52:04 +0100,2026-04-08 12:59:34 +0200,52,2025-11
swift-ietf,swift-rfc-2046,2025-11-12 15:52:27 +0100,2026-03-25 10:02:03 +0100,48,2025-11
swift-ietf,swift-rfc-2183,2025-11-15 19:53:43 +0100,2026-04-08 13:01:31 +0200,40,2025-11
swift-ietf,swift-rfc-2369,2025-11-12 15:12:41 +0100,2026-04-08 12:49:39 +0200,43,2025-11
swift-ietf,swift-rfc-2387,2025-11-12 15:52:34 +0100,2026-04-08 12:51:42 +0200,33,2025-11
swift-ietf,swift-rfc-2388,2025-11-12 18:26:23 +0100,2026-03-25 10:02:08 +0100,32,2025-11
swift-ietf,swift-rfc-2822,2025-07-26 17:04:34 +0200,2026-04-08 13:03:01 +0200,47,2025-07
swift-ietf,swift-rfc-3339,2025-11-22 21:44:05 +0100,2026-04-08 12:52:36 +0200,31,2025-11
swift-ietf,swift-rfc-3492,2025-11-20 10:31:57 +0100,2026-03-25 10:02:12 +0100,15,2025-11
swift-ietf,swift-rfc-3596,2026-01-04 18:39:42 +0100,2026-03-25 10:02:18 +0100,8,2026-01
swift-ietf,swift-rfc-3986,2025-11-10 17:02:35 +0100,2026-04-08 12:54:46 +0200,65,2025-11
swift-ietf,swift-rfc-3987,2025-11-10 16:35:26 +0100,2026-04-08 12:47:20 +0200,48,2025-11
swift-ietf,swift-rfc-4007,2025-11-23 08:59:46 +0100,2026-04-08 12:49:07 +0200,27,2025-11
swift-ietf,swift-rfc-4122,2026-01-17 09:56:50 +0100,2026-04-10 14:21:51 +0200,14,2026-01
swift-ietf,swift-rfc-4287,2025-11-10 17:38:06 +0100,2026-03-25 10:02:32 +0100,31,2025-11
swift-ietf,swift-rfc-4291,2025-11-27 21:15:29 +0100,2026-04-08 12:50:02 +0200,24,2025-11
swift-ietf,swift-rfc-4648,2025-11-17 17:20:19 +0100,2026-04-03 10:18:58 +0200,47,2025-11
swift-ietf,swift-rfc-5234,2025-11-22 23:11:47 +0100,2026-03-30 14:52:07 +0200,24,2025-11
swift-ietf,swift-rfc-5321,2025-07-26 17:03:34 +0200,2026-04-08 13:03:01 +0200,49,2025-07
swift-ietf,swift-rfc-5322,2025-07-26 17:04:09 +0200,2026-04-08 14:04:32 +0200,70,2025-07
swift-ietf,swift-rfc-5646,2025-11-23 08:42:18 +0100,2026-03-30 14:52:07 +0200,28,2025-11
swift-ietf,swift-rfc-5890,2025-11-20 10:25:34 +0100,2026-03-25 10:02:41 +0100,20,2025-11
swift-ietf,swift-rfc-5952,2025-11-27 21:15:39 +0100,2026-03-30 14:52:07 +0200,23,2025-11
swift-ietf,swift-rfc-6068,2025-11-27 21:38:36 +0100,2026-04-08 14:06:17 +0200,27,2025-11
swift-ietf,swift-rfc-6238,2025-08-20 20:38:04 +0200,2026-03-25 10:02:45 +0100,36,2025-08
swift-ietf,swift-rfc-6265,2025-11-13 23:57:16 +0100,2026-03-25 10:02:46 +0100,19,2025-11
swift-ietf,swift-rfc-6455,2026-01-04 18:39:43 +0100,2026-03-30 14:52:07 +0200,10,2026-01
swift-ietf,swift-rfc-6531,2025-07-26 17:04:23 +0200,2026-04-08 13:00:44 +0200,40,2025-07
swift-ietf,swift-rfc-6570,2025-11-13 22:30:52 +0100,2026-03-30 15:36:26 +0200,38,2025-11
swift-ietf,swift-rfc-6750,2025-07-27 11:03:43 +0200,2026-03-30 14:52:08 +0200,32,2025-07
swift-ietf,swift-rfc-6891,2026-01-04 18:39:43 +0100,2026-03-30 14:52:08 +0200,10,2026-01
swift-ietf,swift-rfc-7301,2026-01-04 18:39:49 +0100,2026-03-30 14:52:08 +0200,10,2026-01
swift-ietf,swift-rfc-7405,2025-11-22 23:12:07 +0100,2026-03-30 14:52:08 +0200,22,2025-11
swift-ietf,swift-rfc-7519,2025-07-28 08:46:38 +0200,2026-04-08 12:51:41 +0200,36,2025-07
swift-ietf,swift-rfc-7578,2025-11-12 15:52:40 +0100,2026-03-25 10:03:05 +0100,41,2025-11
swift-ietf,swift-rfc-7617,2025-07-27 11:03:30 +0200,2026-04-08 14:04:33 +0200,33,2025-07
swift-ietf,swift-rfc-768,2026-01-02 15:21:44 +0100,2026-03-30 14:52:07 +0200,10,2026-01
swift-ietf,swift-rfc-791,2025-11-22 22:52:01 +0100,2026-04-08 12:45:29 +0200,32,2025-11
swift-ietf,swift-rfc-8058,2025-11-12 15:12:30 +0100,2026-03-25 10:03:10 +0100,32,2025-11
swift-ietf,swift-rfc-8200,2026-01-04 18:39:43 +0100,2026-03-30 14:52:08 +0200,10,2026-01
swift-ietf,swift-rfc-8259,2026-01-11 21:58:53 +0100,2026-04-04 13:28:43 +0200,18,2026-01
swift-ietf,swift-rfc-8446,2026-01-04 18:39:43 +0100,2026-03-30 14:52:08 +0200,11,2026-01
swift-ietf,swift-rfc-9110,2025-11-16 20:46:53 +0100,2026-04-03 12:41:41 +0200,53,2025-11
swift-ietf,swift-rfc-9111,2025-11-18 23:35:45 +0100,2026-03-25 10:03:16 +0100,28,2025-11
swift-ietf,swift-rfc-9112,2025-11-19 07:28:14 +0100,2026-03-25 10:03:17 +0100,28,2025-11
swift-ietf,swift-rfc-9293,2026-01-02 15:22:19 +0100,2026-03-30 14:52:08 +0200,11,2026-01
swift-ietf,swift-rfc-9557,2025-11-22 22:27:43 +0100,2026-04-08 12:53:08 +0200,32,2025-11
swift-ietf,swift-rfc-9562,2026-01-17 09:56:56 +0100,2026-03-25 10:03:22 +0100,7,2026-01
swift-iso,swift-iso-14496-22,2025-12-31 15:41:46 +0100,2026-03-25 10:03:23 +0100,16,2025-12
swift-iso,swift-iso-15924,2025-11-23 08:39:44 +0100,2026-03-30 14:52:20 +0200,20,2025-11
swift-iso,swift-iso-21320,2025-12-17 12:37:48 +0100,2026-03-25 10:03:25 +0100,13,2025-12
swift-iso,swift-iso-3166,2025-11-23 00:00:59 +0100,2026-04-03 12:41:42 +0200,24,2025-11
swift-iso,swift-iso-32000,2025-12-02 11:15:49 +0100,2026-04-03 10:18:35 +0200,90,2025-12
swift-iso,swift-iso-639,2025-11-23 00:00:57 +0100,2026-03-30 14:52:19 +0200,21,2025-11
swift-iso,swift-iso-8601,2025-11-18 23:35:16 +0100,2026-04-03 12:41:56 +0200,45,2025-11
swift-iso,swift-iso-9899,2025-11-23 16:26:33 +0100,2026-04-08 12:08:46 +0200,42,2025-11
swift-iso,swift-iso-9945,2026-01-09 17:29:07 +0100,2026-04-13 17:15:27 +0200,100,2026-01
swift-w3c,swift-w3c-css,2025-11-21 14:47:35 +0100,2026-03-30 16:13:45 +0200,51,2025-11
swift-w3c,swift-w3c-cssom,2025-11-21 18:17:29 +0100,2026-03-25 10:03:34 +0100,19,2025-11
swift-w3c,swift-w3c-epub,2025-12-17 12:37:29 +0100,2026-03-25 10:03:35 +0100,13,2025-12
swift-w3c,swift-w3c-png,2026-01-11 21:58:53 +0100,2026-03-25 10:03:37 +0100,12,2026-01
swift-w3c,swift-w3c-svg,2025-11-27 19:12:23 +0100,2026-03-26 11:21:09 +0100,44,2025-11
swift-w3c,swift-w3c-xml,2026-01-13 11:09:58 +0100,2026-03-30 16:13:44 +0200,11,2026-01
swift-whatwg,swift-whatwg-html,2025-11-14 11:47:44 +0100,2026-03-30 16:13:45 +0200,66,2025-11
swift-whatwg,swift-whatwg-url,2025-11-12 16:48:34 +0100,2026-04-08 12:55:49 +0200,52,2025-11
swift-ieee,swift-ieee-754,2025-11-21 00:14:20 +0100,2026-03-25 10:03:43 +0100,49,2025-11
swift-iec,swift-iec-61966,2025-12-10 01:21:23 +0100,2026-03-25 10:03:44 +0100,18,2025-12
swift-ecma,swift-ecma-48,2026-01-11 21:38:58 +0100,2026-03-25 10:03:45 +0100,7,2026-01
swift-incits,swift-incits-4-1986,2025-11-21 00:26:34 +0100,2026-04-08 12:25:44 +0200,64,2025-11
swift-arm-ltd,swift-arm-standard,2026-01-11 21:52:56 +0100,2026-04-10 14:37:01 +0200,16,2026-01
swift-intel,swift-x86-standard,2026-01-11 21:52:57 +0100,2026-04-10 14:37:01 +0200,17,2026-01
swift-riscv,swift-riscv-standard,2026-01-21 19:39:43 +0100,2026-04-10 14:37:01 +0200,13,2026-01
swift-microsoft,swift-windows-standard,2026-01-09 17:29:10 +0100,2026-04-14 19:08:01 +0200,48,2026-01
swift-linux-foundation,swift-linux-standard,2026-01-09 17:29:05 +0100,2026-04-14 19:07:45 +0200,119,2026-01
swift-server,swift-service-lifecycle,2019-11-09 23:30:10 -0800,2026-03-18 15:33:36 +0100,157,2019-11
coenttb,__swift-structured-queries-postgres,2025-08-15 13:48:04 +0200,2025-11-04 08:57:41 +0100,8,2025-08
coenttb,boiler,2025-08-01 14:09:40 +0200,2025-11-05 13:51:05 +0100,145,2025-08
coenttb,coenttb-blog,2024-12-21 13:31:38 +0100,2025-11-04 08:57:38 +0100,54,2024-12
coenttb,coenttb-com-blog-drafts,2025-07-20 22:09:06 +0200,2025-11-01 13:26:36 +0100,13,2025-07
coenttb,coenttb-com-server,2024-12-16 10:20:04 +0100,2025-11-04 08:57:39 +0100,153,2024-12
coenttb,coenttb-com-shared,2025-02-21 09:26:22 +0100,2025-11-04 08:57:39 +0100,42,2025-02
coenttb,coenttb-google-analytics,2024-12-21 13:27:53 +0100,2025-10-31 11:34:21 +0100,7,2024-12
coenttb,coenttb-hotjar,2024-12-21 13:26:32 +0100,2025-10-31 11:34:25 +0100,7,2024-12
coenttb,coenttb-kamer-van-koophandel,2020-03-11 11:37:15 +0100,2025-11-01 13:26:37 +0100,50,2020-03
coenttb,coenttb-newsletter,2024-12-21 13:17:13 +0100,2025-11-04 08:57:40 +0100,53,2024-12
coenttb,coenttb-postgres,2024-12-21 13:15:34 +0100,2025-10-31 11:34:34 +0100,5,2024-12
coenttb,coenttb-server-vapor,2024-12-31 15:49:24 +0100,2025-10-31 14:03:12 +0100,59,2024-12
coenttb,coenttb-server,2024-12-30 17:46:24 +0100,2025-11-04 08:57:38 +0100,68,2024-12
coenttb,coenttb-syndication,2024-12-21 13:08:05 +0100,2025-11-04 08:57:41 +0100,13,2024-12
coenttb,coenttb-ui,2024-11-02 20:07:47 +0100,2025-11-01 11:48:15 +0100,47,2024-11
coenttb,coenttb-web,2024-12-21 13:02:59 +0100,2025-11-04 08:57:41 +0100,144,2024-12
coenttb,coenttb,2024-12-19 09:25:38 +0100,2025-11-16 12:45:02 +0100,13,2024-12
coenttb,identity-coenttb-com-server,2025-02-21 16:05:58 +0100,2025-02-26 13:26:52 +0100,3,2025-02
coenttb,pointfree-url-form-coding,2017-07-06 09:09:56 -0400,2025-11-12 18:26:37 +0100,270,2017-07
coenttb,repotraffic-com-server,2025-08-23 07:18:32 +0200,2025-11-01 11:45:24 +0100,401,2025-08
coenttb,swift-async-algorithms-fork,2022-01-10 14:02:09 -0800,2026-03-22 22:18:01 +0100,255,2022-01
coenttb,swift-async,2026-01-06 19:34:25 +0100,2026-01-08 21:53:24 +0100,23,2026-01
coenttb,swift-authenticating,2025-08-06 11:49:11 +0200,2025-12-31 11:13:54 +0100,27,2025-08
coenttb,swift-bounded-cache,2025-07-30 09:34:51 +0200,2025-12-31 11:13:54 +0100,19,2025-07
coenttb,swift-buffer,2025-12-30 20:20:50 +0100,2026-01-08 06:14:52 +0100,15,2025-12
coenttb,swift-builders,2025-07-29 16:02:46 +0200,2025-12-31 11:13:54 +0100,25,2025-07
coenttb,swift-copy-on-write,2025-12-18 22:07:41 +0100,2025-12-20 12:45:47 +0100,11,2025-12
coenttb,swift-css-html-rendering,2025-12-16 13:59:14 +0100,2026-02-10 12:26:04 +0100,11,2025-12
coenttb,swift-css-types,2025-04-10 11:17:19 +0200,2025-12-31 11:13:54 +0100,85,2025-04
coenttb,swift-css,2025-11-27 23:02:06 +0100,2025-12-23 14:39:42 +0100,32,2025-11
coenttb,swift-darwin,2026-01-07 18:05:30 +0100,2026-01-08 18:40:32 +0100,11,2026-01
coenttb,swift-date-parsing,2025-07-26 17:28:37 +0200,2025-12-31 11:14:09 +0100,20,2025-07
coenttb,swift-dns,2025-12-29 23:23:43 +0100,2025-12-29 23:52:57 +0100,2,2025-12
coenttb,swift-document-templates,2024-08-01 10:16:15 +0200,2026-02-10 19:10:13 +0100,87,2024-08
coenttb,swift-documents,2025-12-17 12:37:14 +0100,2025-12-31 11:14:08 +0100,2,2025-12
coenttb,swift-email,2025-11-12 17:52:23 +0100,2025-12-31 11:14:09 +0100,17,2025-11
coenttb,swift-embedded-typed-throws-crash,2026-01-06 14:46:05 +0100,2026-01-06 14:46:05 +0100,1,2026-01
coenttb,swift-environment-variables,2024-12-20 10:24:17 +0100,2025-12-31 11:13:54 +0100,32,2024-12
coenttb,swift-epub-rendering,2025-12-17 12:37:26 +0100,2025-12-17 12:37:26 +0100,1,2025-12
coenttb,swift-epub,2025-12-17 12:37:18 +0100,2025-12-17 12:37:18 +0100,1,2025-12
coenttb,swift-favicon,2025-09-26 23:22:05 +0200,2025-12-31 11:13:54 +0100,24,2025-09
coenttb,swift-file-events,2025-12-29 23:23:43 +0100,2025-12-29 23:52:57 +0100,2,2025-12
coenttb,swift-file-system,2025-12-17 23:42:35 +0100,2025-12-29 21:48:16 +0100,200,2025-12
coenttb,swift-folder,2024-07-03 11:37:33 +0200,2025-12-31 11:13:54 +0100,30,2024-07
coenttb,swift-form-coding,2025-07-26 11:28:26 +0200,2025-12-31 11:14:09 +0100,75,2025-07
coenttb,swift-formatting,2025-11-18 10:40:00 +0100,2025-11-19 10:22:33 +0100,3,2025-11
coenttb,swift-foundation-extensions,2024-08-04 10:12:56 +0200,2025-12-31 11:13:54 +0100,24,2024-08
coenttb,swift-github-live,2025-09-01 17:01:21 +0200,2025-12-31 11:13:54 +0100,32,2025-09
coenttb,swift-github-types,2025-09-01 17:01:12 +0200,2025-12-31 11:13:54 +0100,31,2025-09
coenttb,swift-github,2025-09-01 17:01:38 +0200,2025-12-31 11:13:54 +0100,17,2025-09
coenttb,swift-html-chart,2025-08-30 20:26:29 +0200,2025-12-31 11:13:54 +0100,22,2025-08
coenttb,swift-html-css-pointfree,2025-04-04 17:26:31 +0200,2025-12-31 11:13:54 +0100,128,2025-04
coenttb,swift-html-fontawesome,2025-08-28 15:46:24 +0200,2025-12-31 11:13:55 +0100,25,2025-08
coenttb,swift-html-prism,2025-09-01 16:45:51 +0200,2025-12-31 11:13:55 +0100,22,2025-09
coenttb,swift-html-rendering,2025-12-01 16:19:28 +0100,2026-02-10 13:45:38 +0100,44,2025-12
coenttb,swift-html-to-pdf,2024-07-16 10:06:56 +0200,2026-03-31 16:54:07 +0200,183,2024-07
coenttb,swift-html-types,2025-04-12 16:27:12 +0200,2025-12-31 11:13:55 +0100,105,2025-04
coenttb,swift-html,2024-12-19 13:32:58 +0100,2026-02-10 13:49:10 +0100,127,2024-12
coenttb,swift-http-routing,2025-11-16 20:37:29 +0100,2025-12-31 11:14:18 +0100,2,2025-11
coenttb,swift-http,2025-12-29 23:23:43 +0100,2025-12-29 23:52:57 +0100,2,2025-12
coenttb,swift-identities-github,2025-09-11 09:14:19 +0200,2025-12-31 11:13:55 +0100,19,2025-09
coenttb,swift-identities-mailgun,2025-09-01 11:45:49 +0200,2025-12-31 11:13:55 +0100,22,2025-09
coenttb,swift-identities-types,2025-01-28 22:44:13 +0100,2025-12-31 11:13:55 +0100,140,2025-01
coenttb,swift-identities,2025-09-01 11:44:16 +0200,2025-12-31 11:13:55 +0100,98,2025-09
coenttb,swift-image-magick,2024-12-17 17:42:22 +0100,2025-12-31 11:14:18 +0100,9,2024-12
coenttb,swift-io,2025-12-24 11:15:56 +0100,2026-01-09 08:50:00 +0100,257,2025-12
coenttb,swift-issue-borrowing-actor-closure,2026-01-11 09:22:44 +0100,2026-01-11 09:29:34 +0100,3,2026-01
coenttb,swift-issue-copypropagation-nonescapable-mark-dependence,2026-03-22 19:20:07 +0100,2026-03-22 19:21:06 +0100,2,2026-03
coenttb,swift-issue-emit-module-noncopyable-sequence,2026-01-20 19:09:56 +0100,2026-01-20 19:11:04 +0100,2,2026-01
coenttb,swift-issue-inlinearray-deinit-value-generic,2026-01-20 13:15:40 +0100,2026-01-20 13:15:40 +0100,1,2026-01
coenttb,swift-issue-irgen-async-typed-throws-noncopyable,2026-01-07 13:49:03 +0100,2026-01-07 13:54:35 +0100,4,2026-01
coenttb,swift-issue-irgen-typed-throws-nested-error-generic,2026-02-06 14:25:46 +0100,2026-02-06 14:33:52 +0100,2,2026-02
coenttb,swift-issue-nested-generic-subscript-performance,2026-01-20 18:48:21 +0100,2026-01-20 18:48:21 +0100,1,2026-01
coenttb,swift-issue-noncopyable-sequence-conformance,2026-03-11 15:00:04 +0100,2026-03-11 15:08:41 +0100,2,2026-03
coenttb,swift-issue-property-view-tag-constraint-cross-module,2026-01-22 17:36:49 +0100,2026-01-22 18:07:41 +0100,3,2026-01
coenttb,swift-issue-rawlayout-deinit-cross-package,2026-02-05 18:34:39 +0100,2026-03-20 12:25:32 +0100,4,2026-02
coenttb,swift-issue-sil-verifier-read-escapable-lifetime,2026-02-06 14:25:44 +0100,2026-02-06 14:33:47 +0100,2,2026-02
coenttb,swift-issue-silgen-pack-expansion-cross-module,2026-01-07 14:29:38 +0100,2026-01-07 14:29:38 +0100,1,2026-01
coenttb,swift-issue-silgen-property-wrapper-noncopyable,2026-01-28 13:43:49 +0100,2026-01-28 13:45:04 +0100,2,2026-01
coenttb,swift-issue-testing-suite-discovery-generic-specialization,2026-01-28 22:57:39 +0100,2026-01-28 22:58:52 +0100,2,2026-01
coenttb,swift-issue-testing-xcode-nested-suite-filter,2026-03-03 15:07:32 +0100,2026-03-03 15:08:10 +0100,2,2026-03
coenttb,swift-issue-typed-throws-autoclosure-inference,2026-01-16 09:37:54 +0100,2026-01-16 09:40:35 +0100,2,2026-01
coenttb,swift-issue-windows-existential-crash-other-package,2025-12-24 10:23:42 +0100,2025-12-24 10:38:23 +0100,2,2025-12
coenttb,swift-issue-windows-existential-crash,2025-12-24 08:57:00 +0100,2025-12-29 16:21:58 +0100,17,2025-12
coenttb,swift-jwt,2025-07-28 09:57:23 +0200,2025-12-31 11:14:18 +0100,20,2025-07
coenttb,swift-kamer-van-koophandel,2025-01-13 15:50:17 +0100,2025-12-31 11:13:55 +0100,22,2025-01
coenttb,swift-kernel-primitives,2026-01-07 17:04:47 +0100,2026-02-23 17:01:39 +0100,19,2026-01
coenttb,swift-kernel,2025-12-30 16:49:20 +0100,2026-04-02 21:26:52 +0200,221,2025-12
coenttb,swift-linux,2026-01-07 18:11:31 +0100,2026-01-08 18:39:56 +0100,29,2026-01
coenttb,swift-logging-extras,2025-08-05 06:18:42 +0200,2025-12-31 11:13:55 +0100,25,2025-08
coenttb,swift-logic-operators,2024-07-19 16:52:59 +0200,2025-12-31 11:14:27 +0100,98,2024-07
coenttb,swift-mailgun-live,2024-12-28 12:59:07 +0100,2025-12-31 11:14:28 +0100,153,2024-12
coenttb,swift-mailgun-types,2025-08-06 12:28:53 +0200,2025-12-31 11:13:55 +0100,95,2025-08
coenttb,swift-mailgun,2024-12-28 12:59:07 +0100,2025-12-31 11:13:55 +0100,140,2024-12
coenttb,swift-markdown-html-rendering,2025-11-27 12:20:15 +0100,2026-02-10 12:26:05 +0100,19,2025-11
coenttb,swift-memory-allocation,2025-11-18 12:33:23 +0100,2025-12-31 11:13:55 +0100,6,2025-11
coenttb,swift-memory,2025-12-30 22:44:37 +0100,2026-01-05 17:45:29 +0100,44,2025-12
coenttb,swift-money,2020-06-28 16:18:31 +0200,2025-12-31 11:13:55 +0100,45,2020-06
coenttb,swift-multipart-form-coding,2025-11-13 14:20:20 +0100,2025-12-31 11:14:28 +0100,23,2025-11
coenttb,swift-nested-copyable-extension-bug,2026-01-05 12:05:32 +0100,2026-01-05 12:06:07 +0100,2,2026-01
coenttb,swift-networking,2025-12-29 23:23:43 +0100,2025-12-29 23:52:57 +0100,2,2025-12
coenttb,swift-one-time-password,2025-08-20 20:55:17 +0200,2025-12-31 11:13:55 +0100,25,2025-08
coenttb,swift-parsing,2020-12-21 01:58:36 -0500,2025-12-31 11:14:36 +0100,218,2020-12
coenttb,swift-password-validation,2025-07-24 12:39:39 +0200,2025-12-31 11:13:55 +0100,28,2025-07
coenttb,swift-pdf-html-rendering,2025-12-02 12:37:07 +0100,2026-03-12 14:37:44 +0100,120,2025-12
coenttb,swift-pdf-rendering,2025-12-02 11:28:44 +0100,2025-12-31 13:17:15 +0100,81,2025-12
coenttb,swift-pdf,2025-12-02 12:22:31 +0100,2025-12-23 15:38:19 +0100,19,2025-12
coenttb,swift-percent,2022-10-14 05:47:23 +0000,2025-12-31 11:13:55 +0100,29,2022-10
coenttb,swift-pipes,2025-12-29 23:23:43 +0100,2025-12-29 23:52:57 +0100,2,2025-12
coenttb,swift-pools,2026-01-07 17:38:17 +0100,2026-01-09 11:21:13 +0100,19,2026-01
coenttb,swift-posix,2026-01-07 17:40:15 +0100,2026-01-08 18:27:40 +0100,23,2026-01
coenttb,swift-pty,2025-12-29 23:23:43 +0100,2025-12-29 23:52:57 +0100,2,2025-12
coenttb,swift-records,2025-08-25 11:22:28 +0200,2025-12-31 11:13:55 +0100,78,2025-08
coenttb,swift-renderable,2018-09-10 21:10:38 -0400,2025-12-31 11:13:55 +0100,191,2018-09
coenttb,swift-resource-pool,2025-10-07 15:18:01 +0200,2025-12-31 11:13:55 +0100,39,2025-10
coenttb,swift-server-foundation-vapor,2025-08-01 13:56:53 +0200,2025-12-31 11:13:56 +0100,39,2025-08
coenttb,swift-server-foundation,2025-08-01 13:49:30 +0200,2025-12-31 11:13:56 +0100,31,2025-08
coenttb,swift-sitemap,2025-07-26 15:38:06 +0200,2025-12-31 11:13:56 +0100,20,2025-07
coenttb,swift-sockets,2025-12-29 23:23:43 +0100,2025-12-29 23:52:57 +0100,2,2025-12
coenttb,swift-splat,2025-11-07 11:50:00 +0100,2026-03-03 10:16:40 +0100,11,2025-11
coenttb,swift-stripe-live,2025-09-01 17:25:00 +0200,2025-12-31 11:13:56 +0100,27,2025-09
coenttb,swift-stripe-types,2025-09-01 17:30:21 +0200,2025-12-31 11:13:56 +0100,39,2025-09
coenttb,swift-stripe,2025-09-01 17:25:14 +0200,2025-12-31 11:13:56 +0100,21,2025-09
coenttb,swift-structured-queries-postgres,2024-12-18 17:14:38 -0800,2025-12-31 11:14:36 +0100,216,2024-12
